index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 5, Census Tract 8016.05, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:801605> block group:5",150685,86,487,490,0,0,617,56.5,-666666666,617,0,235,235,17,,,535100,170318016055
"Block Group 4, Census Tract 8016.05, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:801605> block group:4",179875,213,710,831,3,0,1039,49.0,-666666666,1025,19,467,448,50,,,654300,170318016054
"Block Group 3, Census Tract 8016.05, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:801605> block group:3",141016,680,1428,1344,12,0,1808,56.8,-666666666,1653,0,742,742,95,,,550200,170318016053
"Block Group 1, Census Tract 6707, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:670700> block group:1",23980,9,355,0,509,155,664,26.2,941,536,47,215,160,16,,,93200,170316707001
"Block Group 2, Census Tract 6707, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:670700> block group:2",33571,1,321,1,333,115,449,41.1,1004,421,54,204,150,15,,,-666666666,170316707002
"Block Group 1, Census Tract 8066, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:806600> block group:1",87473,279,1382,1161,0,479,1911,38.6,1325,1856,43,1140,1087,20,,,264400,170318066001
"Block Group 2, Census Tract 8066, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:806600> block group:2",52250,122,1072,961,14,406,1630,44.6,1091,1579,5,841,836,51,,,233400,170318066002
"Block Group 1, Census Tract 4109, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:410900> block group:1",57308,141,398,259,111,73,522,30.8,1328,522,0,336,336,128,,,241700,170314109001
"Block Group 2, Census Tract 4303, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:430300> block group:2",16536,67,378,0,773,0,782,23.7,1090,639,96,305,209,46,,,-666666666,170314303002
"Block Group 3, Census Tract 4303, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:430300> block group:3",9128,54,268,3,668,28,701,17.2,1058,548,90,199,109,30,,,-666666666,170314303003
"Block Group 2, Census Tract 1706, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:170600> block group:2",63000,135,1141,1172,37,268,1516,46.0,1025,1351,20,764,732,39,,,257300,170311706002
"Block Group 3, Census Tract 8090, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:809000> block group:3",138333,397,1215,1392,137,40,1609,56.3,2247,1582,0,628,628,147,,,682500,170318090003
"Block Group 2, Census Tract 8091, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:809100> block group:2",179397,175,542,724,44,22,845,43.7,-666666666,776,0,495,495,102,,,596300,170318091002
"Block Group 3, Census Tract 8091, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:809100> block group:3",78813,221,953,1015,90,100,1248,58.1,2036,1183,8,487,479,88,,,519800,170318091003
"Block Group 2, Census Tract 8103.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810302> block group:2",85750,209,700,567,223,193,1072,44.0,1349,1047,9,596,587,82,,,395100,170318103022
"Block Group 1, Census Tract 8103.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810302> block group:1",69792,291,855,837,340,53,1307,40.5,1274,1204,34,738,640,68,,,299600,170318103021
"Block Group 2, Census Tract 627, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:062700> block group:2",235833,301,645,826,0,41,900,32.2,1728,824,0,627,619,172,,,648900,170310627002
"Block Group 1, Census Tract 627, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:062700> block group:1",203542,319,589,864,0,23,917,30.5,2060,775,6,638,620,361,,,782800,170310627001
"Block Group 1, Census Tract 8016.05, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:801605> block group:1",102264,295,773,749,0,64,1005,53.6,-666666666,985,0,468,450,13,,,356300,170318016051
"Block Group 1, Census Tract 8025.04, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:802504> block group:1",74728,141,1018,710,0,812,1539,34.0,1266,1421,9,772,763,13,,,208000,170318025041
"Block Group 2, Census Tract 8025.04, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:802504> block group:2",81635,107,856,290,9,1158,1508,28.7,1410,1436,31,892,828,39,,,189000,170318025042
"Block Group 1, Census Tract 8027.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:802702> block group:1",48553,475,1559,1280,12,147,1836,57.5,421,1770,16,837,815,38,,,379900,170318027021
"Block Group 3, Census Tract 8027.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:802702> block group:3",113661,139,507,450,0,0,812,35.4,-666666666,669,18,416,398,10,,,325200,170318027023
"Block Group 2, Census Tract 8036.03, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803603> block group:2",221094,302,731,1086,0,0,1135,41.2,-666666666,1081,0,608,595,61,,,613200,170318036032
"Block Group 1, Census Tract 8036.03, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803603> block group:1",162917,765,1543,1502,33,0,2064,48.9,1264,1953,18,1213,1177,98,,,489400,170318036031
"Block Group 4, Census Tract 8036.10, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803610> block group:4",55167,539,1850,1532,186,797,2901,30.1,1273,2446,0,1481,1481,37,,,361800,170318036104
"Block Group 1, Census Tract 8036.10, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803610> block group:1",119018,346,1001,853,13,130,1476,40.6,1214,1409,31,844,813,0,,,384300,170318036101
"Block Group 1, Census Tract 8042.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804201> block group:1",150580,710,1414,1833,0,97,2088,43.4,1661,2013,15,1005,958,27,,,530200,170318042011
"Block Group 2, Census Tract 8042.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804201> block group:2",144107,835,2283,1851,139,206,3391,49.5,1241,3254,78,1377,1270,162,,,809000,170318042012
"Block Group 1, Census Tract 8268, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:826800> block group:1",51117,140,1109,130,1386,246,1906,36.6,1109,1787,66,836,770,47,,,69400,170318268001
"Block Group 3, Census Tract 8268, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:826800> block group:3",-666666666,8,503,93,181,576,860,27.2,1185,717,70,353,283,23,,,9999,170318268003
"Block Group 1, Census Tract 8269.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:826902> block group:1",29821,8,352,24,431,65,520,35.7,645,455,47,236,189,5,,,60600,170318269021
"Block Group 2, Census Tract 5102, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:510200> block group:2",43611,42,781,0,1379,0,1403,31.6,1033,1204,81,567,486,109,,,84000,170315102002
"Block Group 1, Census Tract 5705, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:570500> block group:1",52109,100,824,126,28,1149,1395,29.8,1125,1234,90,644,554,115,,,223300,170315705001
"Block Group 2, Census Tract 6006, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:600600> block group:2",65169,20,721,162,39,352,1100,39.2,981,1081,19,474,436,93,,,304800,170316006002
"Block Group 1, Census Tract 6006, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:600600> block group:1",33306,158,1477,453,0,704,2044,37.5,925,1956,110,1081,953,236,,,280600,170316006001
"Block Group 1, Census Tract 6112, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:611200> block group:1",21777,7,555,68,117,751,936,29.5,712,845,58,435,377,117,,,65600,170316112001
"Block Group 2, Census Tract 6408, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:640800> block group:2",49152,44,579,177,13,664,866,38.8,913,818,46,428,357,70,,,213200,170316408002
"Block Group 2, Census Tract 6709, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:670900> block group:2",26339,51,452,31,751,28,810,35.4,997,713,47,275,228,60,,,88300,170316709002
"Block Group 1, Census Tract 6913, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:691300> block group:1",50167,135,891,12,890,247,1187,53.1,823,1153,127,602,475,71,,,159200,170316913001
"Block Group 2, Census Tract 6913, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:691300> block group:2",-666666666,92,929,0,1265,0,1265,49.4,944,1265,203,626,423,125,,,124200,170316913002
"Block Group 2, Census Tract 8027.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:802702> block group:2",116914,481,1569,1655,0,39,2115,49.7,1063,2001,39,1165,1114,105,,,396100,170318027022
"Block Group 2, Census Tract 8030.08, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803008> block group:2",113375,296,744,913,0,25,1009,53.1,-666666666,963,0,474,467,55,,,366300,170318030082
"Block Group 3, Census Tract 8030.08, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803008> block group:3",107361,389,1122,1310,13,128,1528,51.1,1157,1408,25,856,831,94,,,436500,170318030083
"Block Group 1, Census Tract 8030.08, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803008> block group:1",126500,568,1324,1415,63,184,2046,42.1,1250,1914,26,1115,1081,86,,,460200,170318030081
"Block Group 2, Census Tract 8032, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803200> block group:2",77440,532,1891,2233,5,76,2487,61.8,951,2391,0,756,722,50,,,339900,170318032002
"Block Group 1, Census Tract 8032, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803200> block group:1",96574,379,1157,1234,0,377,1611,41.8,1703,1577,46,818,761,41,,,313600,170318032001
"Block Group 4, Census Tract 8035, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803500> block group:4",164265,419,894,1284,0,16,1339,50.6,-666666666,1339,24,736,712,0,,,476800,170318035004
"Block Group 2, Census Tract 8035, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803500> block group:2",121250,279,531,750,0,0,770,38.4,-666666666,676,29,381,334,15,,,343100,170318035002
"Block Group 1, Census Tract 8035, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803500> block group:1",-666666666,317,830,1106,0,0,1116,46.0,1431,1079,70,615,545,95,,,467900,170318035001
"Block Group 3, Census Tract 8035, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803500> block group:3",88958,317,1551,1800,25,117,2042,44.2,2224,2032,13,1045,1032,36,,,263500,170318035003
"Block Group 5, Census Tract 8035, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803500> block group:5",73571,172,464,498,0,0,498,63.2,-666666666,498,0,270,258,16,,,398900,170318035005
"Block Group 3, Census Tract 8041.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804102> block group:3",148421,804,1878,1993,37,220,2729,45.3,-666666666,2587,69,1338,1222,84,,,469200,170318041023
"Block Group 2, Census Tract 8041.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804102> block group:2",167155,643,1711,1881,65,40,2228,54.2,-666666666,2191,20,1070,1034,51,,,474100,170318041022
"Block Group 1, Census Tract 8041.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804102> block group:1",123289,476,1624,1878,0,0,2306,44.6,-666666666,2120,19,1040,999,119,,,535300,170318041021
"Block Group 2, Census Tract 8105.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810502> block group:2",120893,196,793,843,0,148,1000,48.6,1711,966,47,491,421,24,,,271300,170318105022
"Block Group 3, Census Tract 8105.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810502> block group:3",51103,135,1292,1504,38,64,1640,53.7,-666666666,1566,22,698,676,56,,,224200,170318105023
"Block Group 5, Census Tract 8105.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810502> block group:5",50625,139,584,735,30,17,886,39.0,-666666666,862,52,345,281,55,,,261200,170318105025
"Block Group 3, Census Tract 8107.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810701> block group:3",52852,31,634,351,3,538,1001,33.9,1176,880,23,463,440,61,,,231100,170318107013
"Block Group 4, Census Tract 8107.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810701> block group:4",59744,239,973,828,0,487,1352,33.6,1130,1269,34,797,745,45,,,200800,170318107014
"Block Group 1, Census Tract 8107.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810701> block group:1",42813,76,834,810,0,491,1309,35.5,1413,1276,28,643,615,48,,,224500,170318107011
"Block Group 3, Census Tract 8108, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:810800> block group:3",83611,195,1012,1060,0,285,1376,46.5,-666666666,1353,31,745,714,82,,,249300,170318108003
"Block Group 1, Census Tract 8114.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811402> block group:1",62143,60,733,523,13,404,994,41.6,1333,880,37,485,436,10,,,210200,170318114021
"Block Group 3, Census Tract 8114.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811402> block group:3",57188,211,1394,654,0,1027,1741,39.9,1177,1619,11,977,966,108,,,183600,170318114023
"Block Group 3, Census Tract 8115, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811500> block group:3",68068,114,852,689,0,395,1105,42.8,990,1066,28,686,651,89,,,170500,170318115003
"Block Group 2, Census Tract 8115, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811500> block group:2",82688,89,1011,695,0,994,1703,26.8,1217,1629,166,1021,855,17,,,222200,170318115002
"Block Group 4, Census Tract 8115, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811500> block group:4",60391,186,1107,1014,0,469,1494,40.6,-666666666,1423,47,808,752,43,,,201700,170318115004
"Block Group 3, Census Tract 8119, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811900> block group:3",173281,371,896,1130,30,22,1225,48.6,-666666666,1109,0,640,640,152,,,760900,170318119003
"Block Group 4, Census Tract 8119, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:811900> block group:4",161250,511,1394,1759,112,193,2288,42.3,953,2198,6,1136,1085,228,,,715200,170318119004
"Block Group 1, Census Tract 6009, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:600900> block group:1",55625,189,439,213,59,40,537,37.6,1181,537,87,400,313,38,,,-666666666,170316009001
"Block Group 2, Census Tract 6009, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:600900> block group:2",61566,157,822,635,65,75,1003,37.9,1068,989,25,637,612,175,,,337900,170316009002
"Block Group 3, Census Tract 6009, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:600900> block group:3",33947,94,450,417,0,154,580,37.9,931,580,19,382,363,98,,,264700,170316009003
"Block Group 2, Census Tract 6303, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:630300> block group:2",49800,210,1884,156,23,3103,3324,27.7,888,3081,245,1586,1255,210,,,173400,170316303002
"Block Group 2, Census Tract 8287.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:828702> block group:2",62431,218,1174,531,908,355,2118,29.3,1638,1953,116,1007,883,47,,,123700,170318287022
"Block Group 1, Census Tract 8300.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:830001> block group:1",47250,154,1800,1483,125,610,2300,55.1,832,2205,51,1088,972,14,,,31900,170318300011
"Block Group 1, Census Tract 8195, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:819500> block group:1",143194,227,526,742,0,20,782,36.6,1057,681,30,449,401,162,,,425400,170318195001
"Block Group 4, Census Tract 8195, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:819500> block group:4",85568,113,602,353,528,86,1004,35.6,2238,973,0,385,385,20,,,348300,170318195004
"Block Group 2, Census Tract 4607, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:460700> block group:2",29293,31,370,0,23,465,488,49.5,663,488,27,148,121,0,,,-666666666,170314607002
"Block Group 3, Census Tract 4607, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:460700> block group:3",41369,33,560,57,483,351,913,37.5,688,891,123,485,353,133,,,-666666666,170314607003
"Block Group 4, Census Tract 4910, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:491000> block group:4",58750,49,533,4,1086,55,1154,24.1,1618,1031,213,576,363,158,,,105600,170314910004
"Block Group 2, Census Tract 4910, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:491000> block group:2",16783,11,610,0,1177,0,1177,25.4,555,1125,252,528,276,62,,,98100,170314910002
"Block Group 5, Census Tract 4910, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:491000> block group:5",18903,6,485,0,528,0,548,52.6,595,541,70,218,108,32,,,77400,170314910005
"Block Group 3, Census Tract 1404, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:140400> block group:3",90250,231,773,473,0,256,995,36.8,-666666666,973,0,540,540,56,,,325700,170311404003
"Block Group 5, Census Tract 1404, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:140400> block group:5",52750,455,1240,1099,0,677,1921,32.9,1310,1727,0,919,919,192,,,287500,170311404005
