index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 3; Census Tract 310; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031000> block group:3",100167,686,1397,1198,9,277,1614,38.9,1496,1493,38,1400,1362,218,,,296500,170310310003
"Block Group 1; Census Tract 311; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031100> block group:1",96673,617,1552,1453,0,150,1865,37.6,1771,1781,86,1543,1457,549,,,516000,170310311001
"Block Group 2; Census Tract 311; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031100> block group:2",69669,333,1316,1023,236,125,1524,35.6,1226,1505,0,1242,1121,452,,,-666666666,170310311002
"Block Group 3; Census Tract 311; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031100> block group:3",74065,347,1162,891,378,83,1509,34.7,1583,1410,24,999,959,366,,,354800,170310311003
"Block Group 1; Census Tract 312; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031200> block group:1",60683,372,617,321,139,109,734,38.7,1168,689,0,572,553,123,,,296200,170310312001
"Block Group 2; Census Tract 312; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031200> block group:2",24599,235,1675,359,1334,329,2276,42.0,1067,2193,77,1185,1108,444,,,-666666666,170310312002
"Block Group 3; Census Tract 312; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031200> block group:3",16202,236,1207,354,436,531,1560,39.0,525,1458,13,718,705,337,,,-666666666,170310312003
"Block Group 4; Census Tract 312; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031200> block group:4",17188,315,1165,438,336,399,1366,41.1,804,1366,93,822,729,314,,,233300,170310312004
"Block Group 1; Census Tract 313; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031300> block group:1",46270,253,1503,1197,124,272,1638,56.4,907,1638,0,728,728,80,,,160500,170310313001
"Block Group 2; Census Tract 313; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031300> block group:2",68448,554,1111,613,160,82,1189,39.7,1390,1189,86,962,876,282,,,267300,170310313002
"Block Group 3; Census Tract 313; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031300> block group:3",100563,41,327,145,0,136,327,62.5,1531,327,0,194,194,179,,,-666666666,170310313003
"Block Group 4; Census Tract 313; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031300> block group:4",54518,528,2359,977,594,383,2605,50.8,-666666666,2478,23,1489,1431,527,,,368800,170310313004
"Block Group 5; Census Tract 313; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031300> block group:5",64563,408,986,804,117,36,1094,58.7,1379,1059,11,571,560,202,,,165900,170310313005
"Block Group 1; Census Tract 314; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031400> block group:1",95495,423,911,747,8,40,941,43.8,1444,924,0,656,640,239,,,195200,170310314001
"Block Group 2; Census Tract 314; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031400> block group:2",68924,236,405,350,64,88,554,30.6,1522,554,0,345,345,149,,,289300,170310314002
"Block Group 3; Census Tract 314; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031400> block group:3",82946,407,974,857,63,121,1121,36.2,1288,1087,37,833,796,212,,,286600,170310314003
"Block Group 4; Census Tract 314; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031400> block group:4",87636,412,765,742,21,42,980,31.6,1648,980,0,917,917,412,,,280100,170310314004
"Block Group 5; Census Tract 314; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031400> block group:5",-666666666,391,1038,719,64,56,1089,48.5,1554,1065,17,726,709,301,,,220000,170310314005
"Block Group 1; Census Tract 315.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031501> block group:1",22804,273,754,436,245,36,923,48.0,-666666666,910,41,425,373,130,,,352100,170310315011
"Block Group 2; Census Tract 315.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031501> block group:2",53931,481,1606,951,920,425,2726,27.8,1089,2470,50,1348,1298,431,,,405800,170310315012
"Block Group 3; Census Tract 315.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031501> block group:3",50000,140,773,221,497,87,991,35.7,1090,944,30,495,465,142,,,-666666666,170310315013
"Block Group 1; Census Tract 315.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031502> block group:1",60434,634,1207,848,120,467,1497,35.1,1211,1405,64,1207,1143,595,,,284900,170310315021
"Block Group 2; Census Tract 315.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031502> block group:2",46317,143,734,494,132,87,974,31.3,1347,907,8,568,560,191,,,270300,170310315022
"Block Group 3; Census Tract 315.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031502> block group:3",24926,442,1335,476,1338,219,2151,36.6,922,2013,139,762,603,336,,,-666666666,170310315023
"Block Group 1; Census Tract 317; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031700> block group:1",77989,914,1978,1627,284,216,2352,31.2,1381,2276,82,1989,1907,647,,,450900,170310317001
"Block Group 2; Census Tract 317; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031700> block group:2",77279,432,982,868,93,196,1249,32.4,1225,1126,64,974,835,158,,,405600,170310317002
"Block Group 3; Census Tract 317; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031700> block group:3",81500,536,1206,858,218,51,1264,43.4,1189,1237,0,1035,1035,322,,,413200,170310317003
"Block Group 4; Census Tract 317; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031700> block group:4",89464,246,843,762,324,145,1254,31.3,1366,1169,68,869,801,240,,,378200,170310317004
"Block Group 1; Census Tract 318; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031800> block group:1",80873,593,1568,1121,97,386,2114,33.7,1449,2013,106,1563,1445,493,,,439300,170310318001
"Block Group 1; Census Tract 319; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031900> block group:1",86192,470,920,903,72,66,1161,30.5,1376,1161,6,953,947,326,,,384100,170310319001
"Block Group 2; Census Tract 319; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:031900> block group:2",114028,435,1006,850,161,166,1256,34.2,1430,1172,21,892,871,195,,,402700,170310319002
"Block Group 1; Census Tract 321; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:032100> block group:1",82448,714,1399,1273,114,198,1617,29.9,1886,1617,133,1393,1260,669,,,213300,170310321001
"Block Group 2; Census Tract 321; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:032100> block group:2",73864,412,754,527,64,201,801,34.0,1143,801,23,725,702,291,,,453800,170310321002
"Block Group 3; Census Tract 321; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:032100> block group:3",65428,203,1194,527,123,568,1562,34.7,1173,1552,75,806,731,296,,,-666666666,170310321003
"Block Group 4; Census Tract 321; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:032100> block group:4",-666666666,108,1800,792,546,157,2088,40.2,861,2026,23,1613,1590,531,,,-666666666,170310321004
"Block Group 5; Census Tract 321; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:032100> block group:5",140217,322,963,801,22,264,1211,32.7,1662,1110,40,886,846,123,,,397600,170310321005
"Block Group 1; Census Tract 401; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040100> block group:1",113929,443,1093,1034,146,151,1463,36.8,1431,1378,0,863,837,248,,,625000,170310401001
"Block Group 2; Census Tract 401; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040100> block group:2",70050,338,1077,815,195,303,1429,33.4,1444,1330,0,952,943,164,,,418200,170310401002
"Block Group 3; Census Tract 401; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040100> block group:3",128182,259,751,747,0,280,1119,36.3,1680,1018,35,671,636,89,,,648100,170310401003
"Block Group 1; Census Tract 402.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040201> block group:1",103606,496,1239,1081,0,586,1679,34.2,1383,1567,29,1155,1090,353,,,452100,170310402011
"Block Group 2; Census Tract 402.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040201> block group:2",70337,376,1263,1196,48,134,1745,42.4,1460,1726,19,1049,1030,236,,,537500,170310402012
"Block Group 3; Census Tract 402.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040201> block group:3",99539,264,1032,1051,43,110,1310,35.7,1467,1220,125,997,859,188,,,505200,170310402013
"Block Group 4; Census Tract 402.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040201> block group:4",114783,872,1679,1576,12,193,1954,39.7,1470,1903,67,1394,1314,243,,,454000,170310402014
"Block Group 1; Census Tract 402.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040202> block group:1",-666666666,117,447,357,0,386,828,31.5,1431,623,13,238,225,29,,,362500,170310402021
"Block Group 2; Census Tract 402.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040202> block group:2",67500,602,1876,720,166,868,2605,36.5,1467,2589,199,1635,1396,258,,,300800,170310402022
"Block Group 3; Census Tract 402.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040202> block group:3",-666666666,166,940,492,0,436,1318,37.0,1393,1318,129,788,647,223,,,369700,170310402023
"Block Group 4; Census Tract 402.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040202> block group:4",61179,680,2128,822,170,1070,3214,38.0,1364,2726,125,1743,1552,366,,,231600,170310402024
"Block Group 1; Census Tract 403; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040300> block group:1",149541,284,715,468,94,125,996,36.9,2175,914,65,559,476,46,,,511800,170310403001
"Block Group 2; Census Tract 403; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040300> block group:2",66806,185,984,397,11,521,1415,42.6,1244,1348,80,797,717,68,,,229500,170310403002
"Block Group 3; Census Tract 403; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040300> block group:3",118456,150,488,464,34,106,652,41.7,1588,618,33,363,330,88,,,459500,170310403003
"Block Group 1; Census Tract 404.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040401> block group:1",88125,221,714,397,11,328,837,34.5,1736,808,17,609,584,83,,,549200,170310404011
"Block Group 2; Census Tract 404.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040401> block group:2",137969,144,634,519,55,210,884,38.0,1384,840,10,485,475,103,,,665200,170310404012
"Block Group 3; Census Tract 404.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040401> block group:3",98125,202,481,449,31,87,664,32.8,1976,575,16,416,390,86,,,350000,170310404013
"Block Group 4; Census Tract 404.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040401> block group:4",117250,262,842,613,0,169,1046,38.8,1744,947,22,589,567,119,,,576400,170310404014
"Block Group 1; Census Tract 404.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040402> block group:1",80486,266,368,410,0,50,479,31.7,1967,441,0,410,380,156,,,544100,170310404021
"Block Group 2; Census Tract 404.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040402> block group:2",101365,376,601,502,0,119,699,31.5,1490,669,109,617,494,185,,,280200,170310404022
"Block Group 3; Census Tract 404.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040402> block group:3",99706,592,1107,836,42,239,1204,38.1,1579,1147,35,876,829,263,,,444000,170310404023
"Block Group 4; Census Tract 404.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040402> block group:4",42244,198,377,481,0,30,548,28.3,1489,487,35,404,369,71,,,453600,170310404024
"Block Group 5; Census Tract 404.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040402> block group:5",105089,743,1539,1155,81,311,1651,34.1,1952,1595,39,1357,1318,296,,,326900,170310404025
"Block Group 1; Census Tract 406; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040600> block group:1",-666666666,185,436,487,109,85,704,36.3,1768,634,43,456,379,22,,,1114100,170310406001
"Block Group 2; Census Tract 406; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040600> block group:2",83400,362,992,797,15,300,1145,32.2,1705,1079,8,912,873,533,,,643800,170310406002
"Block Group 3; Census Tract 406; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040600> block group:3",99542,339,776,810,15,41,936,38.0,1720,916,0,713,713,210,,,817500,170310406003
"Block Group 1; Census Tract 407; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040700> block group:1",97308,195,624,583,10,0,779,37.0,1446,683,16,591,563,125,,,367600,170310407001
"Block Group 2; Census Tract 407; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040700> block group:2",126051,420,781,681,46,86,1050,31.4,1761,986,107,804,689,224,,,393300,170310407002
"Block Group 3; Census Tract 407; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040700> block group:3",141094,214,587,638,0,66,894,37.5,1916,833,15,505,490,140,,,393200,170310407003
"Block Group 4; Census Tract 407; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040700> block group:4",90526,267,728,764,67,139,1026,38.0,1404,998,26,685,659,223,,,443100,170310407004
"Block Group 1; Census Tract 408; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040800> block group:1",127841,222,662,519,16,201,791,35.1,1531,764,29,605,570,187,,,483700,170310408001
"Block Group 2; Census Tract 408; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040800> block group:2",90139,346,654,588,12,98,786,42.0,1492,769,7,595,588,187,,,556800,170310408002
"Block Group 1; Census Tract 409; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040900> block group:1",60114,481,983,1016,0,145,1233,34.1,1205,1196,49,931,882,231,,,776800,170310409001
"Block Group 2; Census Tract 409; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:040900> block group:2",99063,275,630,627,2,120,773,41.4,1284,763,55,605,535,158,,,380200,170310409002
"Block Group 1; Census Tract 501; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050100> block group:1",113906,215,585,637,31,81,772,34.6,1716,739,42,620,578,155,,,778400,170310501001
"Block Group 2; Census Tract 501; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050100> block group:2",143021,635,1322,1552,40,67,1741,33.9,1657,1678,25,1271,1211,268,,,861100,170310501002
"Block Group 1; Census Tract 502; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050200> block group:1",225902,343,623,954,0,0,965,39.4,1647,902,14,481,467,74,,,720700,170310502001
"Block Group 2; Census Tract 502; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050200> block group:2",164960,863,1943,2033,54,537,2912,35.7,1755,2678,80,1736,1602,257,,,597500,170310502002
"Block Group 3; Census Tract 502; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050200> block group:3",99219,472,1197,1173,0,254,1669,44.0,1349,1575,36,772,736,110,,,756000,170310502003
"Block Group 1; Census Tract 503; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050300> block group:1",98750,174,719,626,0,251,925,39.8,1480,871,4,584,569,85,,,800800,170310503001
"Block Group 2; Census Tract 503; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050300> block group:2",222763,330,621,474,19,97,900,40.0,1650,857,26,575,534,55,,,683800,170310503002
"Block Group 3; Census Tract 503; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050300> block group:3",238750,313,739,525,10,145,1004,44.9,1272,979,12,613,601,19,,,686600,170310503003
"Block Group 1; Census Tract 505; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050500> block group:1",117917,280,822,942,0,154,1170,35.7,1569,1059,0,698,698,87,,,-666666666,170310505001
"Block Group 2; Census Tract 505; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050500> block group:2",130750,475,925,1215,2,19,1279,34.3,1900,1170,20,793,770,287,,,995100,170310505002
"Block Group 3; Census Tract 505; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050500> block group:3",192686,211,510,665,0,62,736,45.9,2165,736,0,454,441,90,,,900900,170310505003
"Block Group 4; Census Tract 505; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050500> block group:4",180250,327,737,631,0,20,992,35.9,-666666666,848,29,588,559,51,,,703500,170310505004
"Block Group 5; Census Tract 505; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050500> block group:5",149808,217,550,924,0,16,1022,28.4,1958,837,26,545,519,84,,,654500,170310505005
"Block Group 1; Census Tract 506; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050600> block group:1",102639,562,1028,927,16,105,1152,34.7,1849,1104,62,905,843,225,,,480800,170310506001
"Block Group 2; Census Tract 506; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:050600> block group:2",123173,394,703,961,0,58,1080,32.1,1793,1003,0,670,661,175,,,775900,170310506002
